method,split,seed,n,task_success,ci95_task_success,mechanical_violation_rate,ci95_mechanical_violation_rate,damage_unsafe_rate,ci95_damage_unsafe_rate,abstraction_failure_accuracy,ci95_abstraction_failure_accuracy,mechanics_retention_recall,ci95_mechanics_retention_recall,early_warning_recall,ci95_early_warning_recall,false_refinement_alarm_rate,ci95_false_refinement_alarm_rate,planning_cost,ci95_planning_cost,planning_regret_to_oracle,ci95_planning_regret_to_oracle,robust_utility,ci95_robust_utility,intervention_rate,ci95_intervention_rate,deployment_coverage,ci95_deployment_coverage
affordance_graph_planner,geometry_tolerance_shift,2,48,0.537511,0.026760,0.236431,0.023179,0.193900,0.021246,0.333333,0.046646,0.635417,0.108594,0.208333,0.040688,0.024306,0.019427,0.300870,0.021629,0.208816,0.045760,0.134407,0.047372,0.659722,0.098211,0.659722,0.098211
affordance_graph_planner,geometry_tolerance_shift,3,48,0.519021,0.030790,0.255008,0.028241,0.206346,0.023980,0.413194,0.054145,0.593750,0.117486,0.114583,0.030997,0.013889,0.013170,0.286143,0.025116,0.240397,0.053477,0.102367,0.054650,0.607639,0.112376,0.604167,0.111589
affordance_graph_planner,geometry_tolerance_shift,4,48,0.503257,0.036848,0.270178,0.033032,0.218950,0.028615,0.392361,0.061890,0.555556,0.130614,0.062500,0.033162,0.024306,0.019427,0.272755,0.026780,0.265419,0.064467,0.074353,0.066070,0.579861,0.123410,0.569444,0.121417
affordance_graph_planner,geometry_tolerance_shift,5,48,0.517964,0.032720,0.255967,0.029125,0.207906,0.025551,0.406250,0.056636,0.586806,0.122254,0.100694,0.030354,0.024306,0.021726,0.284005,0.024663,0.242434,0.056664,0.100530,0.058443,0.611111,0.114397,0.600694,0.112481
affordance_graph_planner,geometry_tolerance_shift,6,48,0.513689,0.034390,0.260103,0.030472,0.213855,0.027857,0.347222,0.058223,0.572917,0.124523,0.111111,0.034158,0.020833,0.020917,0.279966,0.026094,0.250726,0.059766,0.091268,0.061959,0.593750,0.118289,0.579861,0.115490
affordance_graph_planner,geometry_tolerance_shift,7,48,0.506254,0.035061,0.267668,0.031233,0.217927,0.027993,0.392361,0.055440,0.565972,0.125970,0.079861,0.038893,0.013889,0.013170,0.274495,0.026587,0.262716,0.061149,0.078811,0.063070,0.579861,0.121478,0.562500,0.118576
affordance_graph_planner,geometry_tolerance_shift,8,48,0.518244,0.030961,0.256511,0.027441,0.208326,0.024973,0.368056,0.054985,0.597222,0.117457,0.125000,0.028357,0.013889,0.016372,0.283363,0.024944,0.240840,0.053625,0.100461,0.055453,0.611111,0.112731,0.604167,0.111164
affordance_graph_planner,geometry_tolerance_shift,9,48,0.515640,0.030762,0.258383,0.028257,0.208265,0.023866,0.368056,0.055838,0.583333,0.117121,0.145833,0.039658,0.024306,0.023804,0.285269,0.024052,0.243579,0.053718,0.096015,0.054946,0.607639,0.109390,0.604167,0.108581
affordance_graph_planner,language_ambiguity_shift,0,48,0.518146,0.031068,0.262124,0.028370,0.217685,0.026073,0.368056,0.060709,0.531250,0.123665,0.059028,0.026618,0.006944,0.009522,0.257349,0.025713,0.262421,0.054508,0.101295,0.056633,0.538194,0.121575,0.527778,0.119651
affordance_graph_planner,language_ambiguity_shift,1,48,0.517726,0.032287,0.262515,0.029633,0.216422,0.026804,0.378472,0.047390,0.527778,0.126193,0.065972,0.031875,0.010417,0.011534,0.258273,0.026079,0.263687,0.056480,0.101169,0.058872,0.538194,0.123122,0.534722,0.122242
affordance_graph_planner,language_ambiguity_shift,2,48,0.519297,0.033594,0.254775,0.030148,0.210692,0.027994,0.381944,0.064487,0.548611,0.126427,0.093750,0.032121,0.020833,0.023068,0.267921,0.025613,0.255356,0.058404,0.107302,0.061380,0.569444,0.121027,0.569444,0.121027
affordance_graph_planner,language_ambiguity_shift,3,48,0.527923,0.029512,0.250819,0.026832,0.210742,0.025064,0.381944,0.060709,0.548611,0.119503,0.118056,0.046604,0.017361,0.027919,0.270337,0.025743,0.245900,0.051373,0.117172,0.053246,0.565972,0.116204,0.555556,0.117255
affordance_graph_planner,language_ambiguity_shift,4,48,0.524294,0.029679,0.254377,0.026647,0.212349,0.025185,0.357639,0.045610,0.552083,0.118389,0.104167,0.033162,0.010417,0.011534,0.266651,0.024469,0.251166,0.052112,0.111871,0.054044,0.562500,0.114930,0.555556,0.113567
affordance_graph_planner,language_ambiguity_shift,5,48,0.536361,0.029162,0.243462,0.026719,0.199424,0.023292,0.413194,0.054145,0.590278,0.118709,0.093750,0.036271,0.024306,0.019427,0.278977,0.024185,0.227542,0.050617,0.134397,0.052329,0.614583,0.110108,0.607639,0.110680
affordance_graph_planner,language_ambiguity_shift,6,48,0.530350,0.030173,0.250472,0.027610,0.206810,0.025399,0.347222,0.063656,0.562500,0.122500,0.114583,0.045782,0.013889,0.016372,0.269954,0.026100,0.240506,0.053147,0.122792,0.054632,0.576389,0.118310,0.576389,0.118310
affordance_graph_planner,language_ambiguity_shift,7,48,0.514625,0.033536,0.267572,0.030591,0.217819,0.027667,0.329861,0.052818,0.527778,0.129157,0.027778,0.017758,0.003472,0.006806,0.254124,0.026900,0.267929,0.058710,0.095872,0.060946,0.531250,0.128173,0.524306,0.127926
affordance_graph_planner,language_ambiguity_shift,8,48,0.530169,0.030838,0.250283,0.028845,0.206943,0.025537,0.364583,0.050217,0.555556,0.127313,0.093750,0.037552,0.013889,0.016372,0.269693,0.026617,0.242010,0.054718,0.122734,0.055785,0.569444,0.123350,0.569444,0.123350
affordance_graph_planner,language_ambiguity_shift,9,48,0.513410,0.033085,0.266808,0.029625,0.220514,0.027281,0.350694,0.057739,0.506944,0.124922,0.062500,0.031704,0.013889,0.013170,0.256321,0.026397,0.271361,0.057426,0.092236,0.060100,0.520833,0.120946,0.517361,0.120403
affordance_graph_planner,mechanics_ood_shift,0,48,0.472368,0.031373,0.281500,0.027431,0.244896,0.025146,0.375000,0.064883,0.555556,0.110184,0.180556,0.049436,0.017361,0.017506,0.279899,0.024210,0.292404,0.056017,0.015216,0.055808,0.572917,0.104261,0.520833,0.094614
affordance_graph_planner,mechanics_ood_shift,1,48,0.470788,0.030172,0.279905,0.026471,0.242345,0.024260,0.368056,0.050501,0.541667,0.106325,0.229167,0.048266,0.020833,0.018518,0.281010,0.023719,0.294841,0.052630,0.015931,0.053834,0.562500,0.099011,0.531250,0.095128
affordance_graph_planner,mechanics_ood_shift,2,48,0.473540,0.029149,0.282302,0.025724,0.244367,0.023482,0.368056,0.063003,0.538194,0.107096,0.190972,0.051457,0.013889,0.016372,0.275089,0.023636,0.294204,0.051838,0.018324,0.051986,0.552083,0.102546,0.513889,0.097668
affordance_graph_planner,mechanics_ood_shift,3,48,0.452627,0.032842,0.301583,0.026949,0.262744,0.026670,0.354167,0.051121,0.482639,0.107537,0.138889,0.043859,0.017361,0.017506,0.260852,0.023741,0.332675,0.057010,-0.021025,0.058657,0.500000,0.102474,0.472222,0.098871
affordance_graph_planner,mechanics_ood_shift,4,48,0.452536,0.035663,0.304503,0.030610,0.265096,0.029400,0.385417,0.060080,0.486111,0.117859,0.097222,0.044395,0.010417,0.015088,0.257257,0.026430,0.333694,0.063591,-0.022992,0.064299,0.496528,0.115285,0.461806,0.109282
affordance_graph_planner,mechanics_ood_shift,5,48,0.461080,0.032639,0.297964,0.028089,0.255043,0.026245,0.340278,0.049555,0.513889,0.111252,0.159722,0.037618,0.006944,0.009522,0.265388,0.024603,0.317964,0.057618,-0.006833,0.058381,0.520833,0.109016,0.468750,0.101851
affordance_graph_planner,mechanics_ood_shift,6,48,0.480741,0.027004,0.274216,0.023038,0.236823,0.021486,0.354167,0.064974,0.559028,0.097985,0.253472,0.051457,0.031250,0.028616,0.288684,0.020368,0.278389,0.046754,0.029935,0.047905,0.590278,0.086973,0.569444,0.085256
affordance_graph_planner,mechanics_ood_shift,7,48,0.440327,0.034394,0.315503,0.029723,0.275967,0.028570,0.388889,0.053569,0.454861,0.113736,0.065972,0.038588,0.006944,0.009522,0.247169,0.025672,0.356211,0.061574,-0.045172,0.062405,0.461806,0.111849,0.420139,0.106985
affordance_graph_planner,mechanics_ood_shift,8,48,0.473020,0.030314,0.282274,0.026223,0.247031,0.024252,0.336806,0.053706,0.538194,0.104412,0.215278,0.044528,0.017361,0.022264,0.277167,0.023599,0.296509,0.052638,0.015028,0.053730,0.555556,0.099349,0.513889,0.095711
affordance_graph_planner,mechanics_ood_shift,9,48,0.465882,0.029387,0.285185,0.026038,0.247706,0.023789,0.347222,0.058223,0.524306,0.105651,0.190972,0.053264,0.024306,0.025714,0.276552,0.023697,0.304622,0.052447,0.005974,0.052436,0.548611,0.098692,0.513889,0.094718
affordance_graph_planner,nominal_abstraction,0,48,0.549353,0.034048,0.242111,0.029492,0.215395,0.029532,0.451389,0.064487,0.506944,0.137881,0.017361,0.014556,0.003472,0.006806,0.248942,0.028552,0.251914,0.059334,0.149289,0.061601,0.510417,0.137002,0.510417,0.137002
affordance_graph_planner,nominal_abstraction,1,48,0.548556,0.034538,0.242930,0.030309,0.214889,0.029465,0.402778,0.054877,0.513889,0.139543,0.013889,0.013170,0.000000,0.000000,0.248294,0.028602,0.252111,0.060177,0.148653,0.062463,0.513889,0.139543,0.517361,0.138661
affordance_graph_planner,nominal_abstraction,2,48,0.546693,0.034927,0.243934,0.030042,0.219289,0.030608,0.437500,0.053826,0.500000,0.141284,0.003472,0.006806,0.003472,0.006806,0.244683,0.028877,0.257070,0.060980,0.144556,0.063379,0.503472,0.140441,0.503472,0.140441
affordance_graph_planner,nominal_abstraction,3,48,0.549552,0.034647,0.241853,0.029974,0.214907,0.030069,0.482639,0.057739,0.513889,0.139543,0.003472,0.006806,0.000000,0.000000,0.248203,0.028726,0.251408,0.060364,0.150299,0.062757,0.513889,0.139543,0.513889,0.139543
affordance_graph_planner,nominal_abstraction,4,48,0.542745,0.036046,0.246765,0.031092,0.220467,0.031285,0.465278,0.068747,0.503472,0.142115,0.003472,0.006806,0.003472,0.006806,0.245182,0.028867,0.260773,0.062903,0.137909,0.065479,0.506944,0.141270,0.506944,0.141270
affordance_graph_planner,nominal_abstraction,5,48,0.551284,0.033916,0.239551,0.029446,0.213031,0.029173,0.430556,0.060611,0.517361,0.136945,0.034722,0.019351,0.006944,0.013611,0.253142,0.028385,0.247582,0.058847,0.152642,0.061287,0.524306,0.135469,0.524306,0.135469
affordance_graph_planner,nominal_abstraction,6,48,0.549035,0.035100,0.241271,0.030256,0.215685,0.029796,0.479167,0.057233,0.517361,0.139002,0.017361,0.014556,0.006944,0.009522,0.249145,0.028229,0.250485,0.060652,0.149163,0.063575,0.524306,0.137204,0.524306,0.137204
affordance_graph_planner,nominal_abstraction,7,48,0.544720,0.035455,0.245448,0.031046,0.219825,0.029877,0.430556,0.061387,0.503472,0.140441,0.006944,0.009522,0.000000,0.000000,0.245291,0.028896,0.259047,0.061407,0.141064,0.063966,0.503472,0.140441,0.503472,0.140441
affordance_graph_planner,nominal_abstraction,8,48,0.545610,0.035497,0.244881,0.030996,0.217534,0.029836,0.427083,0.065178,0.503472,0.138746,0.006944,0.009522,0.003472,0.006806,0.247007,0.028522,0.257861,0.061196,0.143211,0.064084,0.506944,0.137881,0.506944,0.137881
affordance_graph_planner,nominal_abstraction,9,48,0.547041,0.034537,0.243115,0.030314,0.216392,0.029524,0.413194,0.059949,0.510417,0.138718,0.017361,0.014556,0.006944,0.009522,0.249322,0.028156,0.253767,0.060237,0.145517,0.062457,0.517361,0.136945,0.517361,0.136945
affordance_graph_planner,object_affordance_transfer,0,48,0.488482,0.032779,0.278276,0.029874,0.230563,0.025718,0.326389,0.055838,0.552083,0.119976,0.100694,0.030354,0.010417,0.011534,0.269705,0.025195,0.278602,0.057497,0.047801,0.058872,0.562500,0.116564,0.541667,0.111959
affordance_graph_planner,object_affordance_transfer,1,48,0.486373,0.031687,0.278058,0.028597,0.229366,0.026004,0.326389,0.054118,0.541667,0.118126,0.118056,0.035013,0.020833,0.018518,0.271060,0.024149,0.280727,0.056192,0.046110,0.057842,0.562500,0.111589,0.541667,0.107651
affordance_graph_planner,object_affordance_transfer,2,48,0.496847,0.031711,0.270000,0.028200,0.224626,0.025326,0.336806,0.047140,0.559028,0.116103,0.125000,0.035737,0.020833,0.020917,0.277679,0.024642,0.266212,0.055062,0.061892,0.056979,0.579861,0.109606,0.569444,0.109106
affordance_graph_planner,object_affordance_transfer,3,48,0.508552,0.028665,0.253912,0.025955,0.210771,0.022833,0.340278,0.050501,0.597222,0.111677,0.204861,0.052594,0.024306,0.025714,0.292369,0.023210,0.240858,0.050470,0.086733,0.051238,0.621528,0.103730,0.614583,0.102083
affordance_graph_planner,object_affordance_transfer,4,48,0.497165,0.031178,0.270207,0.027422,0.225688,0.026107,0.368056,0.063003,0.562500,0.117373,0.114583,0.035279,0.006944,0.009522,0.273482,0.025260,0.266630,0.054865,0.063087,0.056219,0.569444,0.115015,0.552083,0.114737
affordance_graph_planner,object_affordance_transfer,5,48,0.518624,0.028024,0.249723,0.025450,0.207070,0.022170,0.361111,0.061771,0.628472,0.111425,0.184028,0.043757,0.013889,0.016372,0.292759,0.023326,0.225556,0.048931,0.101735,0.049848,0.642361,0.106097,0.607639,0.102238
affordance_graph_planner,object_affordance_transfer,6,48,0.505502,0.032600,0.258133,0.028631,0.216755,0.025748,0.420139,0.063772,0.593750,0.118688,0.211806,0.043213,0.020833,0.018518,0.286597,0.024458,0.247893,0.056841,0.079351,0.058361,0.614583,0.111390,0.590278,0.107852
affordance_graph_planner,object_affordance_transfer,7,48,0.505908,0.032546,0.261275,0.029352,0.218574,0.025927,0.361111,0.056991,0.590278,0.118310,0.163194,0.051915,0.006944,0.009522,0.283066,0.026290,0.251099,0.056734,0.078108,0.058321,0.597222,0.115835,0.583333,0.113428
affordance_graph_planner,object_affordance_transfer,8,48,0.499590,0.030699,0.268042,0.027500,0.221713,0.024436,0.437500,0.059661,0.565972,0.117016,0.128472,0.037970,0.013889,0.016372,0.276653,0.025262,0.260983,0.053767,0.068298,0.054629,0.579861,0.112586,0.552083,0.109678
affordance_graph_planner,object_affordance_transfer,9,48,0.488995,0.032378,0.274725,0.029397,0.228386,0.026263,0.364583,0.055582,0.555556,0.119651,0.072917,0.034942,0.017361,0.014556,0.272220,0.024883,0.275742,0.056874,0.050885,0.058550,0.572917,0.113805,0.538194,0.111849
affordance_graph_planner,predicate_noise_shift,0,48,0.528109,0.030775,0.248520,0.028475,0.202498,0.024691,0.354167,0.052038,0.593750,0.121056,0.125000,0.038293,0.020833,0.025035,0.280266,0.024925,0.233055,0.053674,0.120458,0.055558,0.614583,0.115148,0.614583,0.115148
affordance_graph_planner,predicate_noise_shift,1,48,0.521285,0.032072,0.257241,0.029996,0.207267,0.025148,0.368056,0.062247,0.579861,0.124933,0.083333,0.043498,0.010417,0.011534,0.269876,0.026096,0.245016,0.055946,0.109505,0.057686,0.590278,0.121466,0.586806,0.120697
affordance_graph_planner,predicate_noise_shift,2,48,0.522909,0.032679,0.254411,0.029758,0.208863,0.026611,0.388889,0.058628,0.572917,0.125657,0.086806,0.035055,0.017361,0.017506,0.270804,0.025547,0.245459,0.056939,0.111231,0.059249,0.590278,0.120292,0.583333,0.118725
affordance_graph_planner,predicate_noise_shift,3,48,0.520544,0.030803,0.256714,0.028008,0.208632,0.025192,0.402778,0.053125,0.572917,0.121056,0.086806,0.030741,0.013889,0.013170,0.270569,0.025005,0.247809,0.053826,0.107796,0.055702,0.586806,0.116306,0.579861,0.115080
affordance_graph_planner,predicate_noise_shift,4,48,0.534256,0.027969,0.240191,0.025358,0.197498,0.023674,0.371528,0.056913,0.621528,0.116204,0.152778,0.039906,0.020833,0.018518,0.286452,0.022665,0.220349,0.049225,0.132437,0.051169,0.642361,0.108304,0.638889,0.107578
affordance_graph_planner,predicate_noise_shift,5,48,0.514566,0.032759,0.263970,0.030517,0.216158,0.026400,0.375000,0.047150,0.541667,0.128851,0.097222,0.036175,0.010417,0.015088,0.261265,0.026759,0.260869,0.057850,0.096098,0.059438,0.552083,0.126127,0.548611,0.125677
affordance_graph_planner,predicate_noise_shift,6,48,0.512952,0.034475,0.264570,0.031698,0.216522,0.028285,0.361111,0.056155,0.552083,0.130911,0.041667,0.020633,0.006944,0.013611,0.264037,0.027766,0.260953,0.060666,0.092709,0.062471,0.559028,0.129214,0.548611,0.127173
affordance_graph_planner,predicate_noise_shift,7,48,0.526717,0.031001,0.249465,0.028074,0.204974,0.025233,0.371528,0.057739,0.586806,0.119515,0.111111,0.041646,0.031250,0.028616,0.277481,0.023888,0.236170,0.053713,0.117904,0.056290,0.618056,0.110023,0.611111,0.108889
affordance_graph_planner,predicate_noise_shift,8,48,0.510192,0.034462,0.269840,0.032167,0.217347,0.026841,0.395833,0.054697,0.538194,0.128756,0.059028,0.026618,0.003472,0.006806,0.258856,0.027206,0.267991,0.059992,0.088475,0.062120,0.541667,0.127745,0.534722,0.126427
affordance_graph_planner,predicate_noise_shift,9,48,0.524557,0.031350,0.253438,0.028306,0.208184,0.025402,0.368056,0.054118,0.583333,0.121482,0.093750,0.027349,0.006944,0.009522,0.272697,0.025174,0.242580,0.054471,0.113137,0.056785,0.590278,0.119107,0.586806,0.118322
affordance_graph_planner,recovery_cost_pressure,0,48,0.489209,0.032003,0.266245,0.028022,0.230812,0.027285,0.381944,0.060709,0.576389,0.116293,0.135417,0.045263,0.020833,0.018518,0.288963,0.026127,0.265833,0.056020,0.047238,0.057765,0.597222,0.109106,0.572917,0.106948
affordance_graph_planner,recovery_cost_pressure,1,48,0.492173,0.030767,0.267355,0.026591,0.228785,0.025172,0.322917,0.051839,0.586806,0.109174,0.138889,0.047979,0.031250,0.028616,0.291244,0.023827,0.258107,0.052612,0.050060,0.055211,0.618056,0.098692,0.586806,0.097744
affordance_graph_planner,recovery_cost_pressure,2,48,0.488221,0.029367,0.270906,0.026564,0.229410,0.023771,0.305556,0.053569,0.572917,0.110858,0.145833,0.038447,0.017361,0.017506,0.289323,0.025346,0.265821,0.051752,0.044405,0.052135,0.590278,0.104737,0.562500,0.104133
affordance_graph_planner,recovery_cost_pressure,3,48,0.498452,0.031829,0.263523,0.029104,0.220825,0.025398,0.343750,0.058687,0.604167,0.118176,0.152778,0.052227,0.020833,0.023068,0.295991,0.026861,0.246804,0.056268,0.062298,0.056480,0.625000,0.111536,0.607639,0.108957
affordance_graph_planner,recovery_cost_pressure,4,48,0.501124,0.030651,0.257886,0.027177,0.221034,0.025856,0.329861,0.049106,0.607639,0.115694,0.142361,0.045610,0.024306,0.019427,0.296965,0.025573,0.243046,0.053944,0.067680,0.055194,0.631944,0.106528,0.604167,0.102300
affordance_graph_planner,recovery_cost_pressure,5,48,0.500699,0.029188,0.258853,0.025653,0.221482,0.023737,0.329861,0.054580,0.593750,0.110430,0.173611,0.045577,0.031250,0.026913,0.299312,0.023976,0.245207,0.050455,0.065387,0.052002,0.625000,0.099428,0.593750,0.096730
affordance_graph_planner,recovery_cost_pressure,6,48,0.490697,0.027737,0.260348,0.025338,0.221832,0.023327,0.340278,0.050501,0.597222,0.109106,0.201389,0.035013,0.024306,0.023804,0.296963,0.023332,0.255760,0.048896,0.055252,0.050460,0.621528,0.100488,0.600694,0.097137
affordance_graph_planner,recovery_cost_pressure,7,48,0.487860,0.030447,0.270196,0.027240,0.227390,0.025180,0.364583,0.051150,0.579861,0.112586,0.159722,0.036339,0.017361,0.017506,0.289510,0.025241,0.266090,0.053116,0.045831,0.054526,0.597222,0.106473,0.569444,0.103773
affordance_graph_planner,recovery_cost_pressure,8,48,0.493357,0.032048,0.256769,0.028566,0.220280,0.026168,0.322917,0.055369,0.604167,0.114930,0.142361,0.058350,0.038194,0.034028,0.299908,0.025861,0.250821,0.055714,0.059868,0.057345,0.642361,0.102929,0.614583,0.100684
affordance_graph_planner,recovery_cost_pressure,9,48,0.497613,0.029261,0.262053,0.025703,0.221308,0.024098,0.340278,0.058324,0.600694,0.112060,0.163194,0.042939,0.034722,0.027439,0.295439,0.023104,0.247799,0.050791,0.062196,0.052770,0.635417,0.099502,0.607639,0.097501
grounded_geometric_tamp,combined_adversarial_abstraction,0,48,0.586140,0.029368,0.219301,0.019057,0.180203,0.013457,0.333333,0.059163,0.798611,0.099646,0.315972,0.058552,0.045139,0.037342,0.363431,0.019542,0.131690,0.036984,0.176559,0.040945,0.843750,0.073694,0.638889,0.096450
grounded_geometric_tamp,combined_adversarial_abstraction,1,48,0.585173,0.028649,0.227688,0.018539,0.186938,0.013741,0.284722,0.048591,0.777778,0.100767,0.295139,0.055226,0.045139,0.036053,0.356779,0.018999,0.140191,0.038043,0.168671,0.040546,0.822917,0.075595,0.607639,0.081079
grounded_geometric_tamp,combined_adversarial_abstraction,2,48,0.599893,0.024268,0.219931,0.016609,0.175624,0.010534,0.267361,0.052142,0.802083,0.095128,0.406250,0.077754,0.038194,0.031124,0.365722,0.017284,0.124896,0.031919,0.192281,0.033073,0.840278,0.070781,0.690972,0.080199
